update,env_steps,policy_loss,value_loss,entropy,clip_fraction,recent_avg_return,recent_severe_miss_rate,recent_false_warning_rate,recent_avg_warning_step_on_severe,recent_avg_watch_step_on_potential,recent_safety_score,validation_avg_return,validation_severe_miss_rate,validation_false_warning_rate,validation_avg_warning_step_on_severe,validation_avg_watch_step_on_potential,validation_safety_score,device,artifact_prefix
117,29952,0.0002661700127646327,4039.2372484207153,0.33456648886203766,0.00390625,13.090000221729278,0.047619047619047616,0.0625,4.95,4.148936170212766,-4.320714063985006,,,,,,,cpu,ppo_lstm_seed77
118,30208,0.01025332696735859,347.38110160827637,0.35567611921578646,0.0693359375,13.135000207424163,0.05,0.06451612903225806,5.157894736842105,4.142857142857143,-5.09080624418874,18.573437500000004,0.0,0.0,4.0,4.3478260869565215,18.573437500000004,cpu,ppo_lstm_seed77
119,30464,-0.0004725949838757515,408.44463539123535,0.3777974732220173,0.02734375,14.910000128746033,0.05,0.034482758620689655,5.2105263157894735,4.137254901960785,-1.81413780228845,,,,,,,cpu,ppo_lstm_seed77
120,30720,0.001729290233924985,2211.4960861206055,0.36656703799963,0.025390625,12.195000448226928,0.045454545454545456,0.09375,4.904761904761905,4.108695652173913,-6.128863188136709,,,,,,,cpu,ppo_lstm_seed77
121,30976,0.0001150001771748066,747.8587379455566,0.27814878430217505,0.0224609375,14.930000500679016,0.037037037037037035,0.10344827586206896,4.884615384615385,4.136363636363637,-1.353524403535543,,,,,,,cpu,ppo_lstm_seed77
122,31232,0.0227520422777161,445.7855634689331,0.3245170246809721,0.052734375,20.860000805854796,0.0,0.06451612903225806,4.925925925925926,3.8333333333333335,17.63419435424189,,,,,,,cpu,ppo_lstm_seed77
123,31488,0.0013496470637619495,949.2802047729492,0.3169134324416518,0.0419921875,27.000001153945924,0.0,0.06060606060606061,4.7272727272727275,3.2058823529411766,23.969698123642893,,,,,,,cpu,ppo_lstm_seed77
124,31744,-0.0016172340256161988,547.3509378433228,0.24084447789937258,0.0029296875,26.70000104904175,0.0,0.058823529411764705,4.67741935483871,3.2857142857142856,23.758824578453513,,,,,,,cpu,ppo_lstm_seed77
125,32000,-0.0008735209703445435,804.8381290435791,0.2277601482346654,0.0,32.68500091552735,0.0,0.0,4.71875,3.5609756097560976,32.68500091552735,,,,,,,cpu,ppo_lstm_seed77
126,32256,0.0003627048572525382,833.4348278045654,0.25788522232323885,0.0078125,31.98500084400177,0.0,0.0,4.535714285714286,3.4390243902439024,31.98500084400177,,,,,,,cpu,ppo_lstm_seed77
127,32512,0.00044669024646282196,520.765992641449,0.2879299558699131,0.00390625,29.890000810623167,0.0,0.0,4.541666666666667,3.625,29.890000810623167,,,,,,,cpu,ppo_lstm_seed77
128,32768,0.0032425690442323685,2067.4965629577637,0.32243820279836655,0.0146484375,26.595000953674315,0.0,0.07142857142857142,4.5,3.739130434782609,23.023572382245746,,,,,,,cpu,ppo_lstm_seed77
129,33024,0.0005899288225919008,798.1091384887695,0.2836723905056715,0.0146484375,27.500001163482665,0.0,0.07692307692307693,4.5,3.652173913043478,23.653847317328818,,,,,,,cpu,ppo_lstm_seed77
130,33280,-0.00037351856008172035,738.1202430725098,0.22070597484707832,0.00390625,25.975001201629638,0.0,0.06666666666666667,4.48,3.3555555555555556,22.641667868296306,,,,,,,cpu,ppo_lstm_seed77
131,33536,0.004105426371097565,698.677191734314,0.22293474338948727,0.009765625,24.24000105381012,0.0,0.06451612903225806,4.576923076923077,3.372093023255814,21.014194602197215,,,,,,,cpu,ppo_lstm_seed77
132,33792,0.005471835844218731,363.34731364250183,0.22658033296465874,0.0078125,27.73500096321106,0.0,0.03225806451612903,4.75,3.4390243902439024,26.12209773740461,,,,,,,cpu,ppo_lstm_seed77
133,34048,0.0020291442051529884,1019.1501808166504,0.3663464579731226,0.03515625,22.930000534057616,0.0,0.03125,4.7727272727272725,3.739130434782609,21.367500534057616,,,,,,,cpu,ppo_lstm_seed77
134,34304,-0.0022747854236513376,1193.5117695331573,0.3998684659600258,0.048828125,15.515000267028809,0.0,0.05405405405405406,4.9411764705882355,3.760869565217391,12.812297564326105,,,,,,,cpu,ppo_lstm_seed77
135,34560,-6.755511276423931e-05,588.9707269668579,0.3125226330012083,0.021484375,15.71000024318695,0.0,0.05555555555555555,4.7894736842105265,4.177777777777778,12.932222465409172,,,,,,,cpu,ppo_lstm_seed77
136,34816,0.00013560429215431213,510.1725172996521,0.3047587778419256,0.0068359375,16.060000195503235,0.0,0.058823529411764705,4.947368421052632,4.148936170212766,13.118823724915,,,,,,,cpu,ppo_lstm_seed77
137,35072,0.0008810176514089108,997.30126953125,0.25883793737739325,0.0185546875,15.965000398159027,0.0,0.0967741935483871,4.954545454545454,4.0638297872340425,11.126290720739672,,,,,,,cpu,ppo_lstm_seed77
138,35328,-0.004667299333959818,295.93611431121826,0.246979970484972,0.0107421875,21.4350004029274,0.0,0.0625,5.0,3.6382978723404253,18.3100004029274,,,,,,,cpu,ppo_lstm_seed77
139,35584,-0.0004624621942639351,624.5551691055298,0.22858334332704544,0.013671875,26.43500040769577,0.0,0.037037037037037035,4.913043478260869,3.84,24.58314855584392,,,,,,,cpu,ppo_lstm_seed77
140,35840,-0.002371503971517086,462.00151443481445,0.18436332140117884,0.0087890625,27.945000507831573,0.0,0.034482758620689655,5.043478260869565,3.4791666666666665,26.22086257679709,,,,,,,cpu,ppo_lstm_seed77
141,36096,-0.0025997767224907875,451.61828231811523,0.2698263730853796,0.0185546875,25.52500045776367,0.0,0.03333333333333333,5.052631578947368,3.5098039215686274,23.858333791097003,,,,,,,cpu,ppo_lstm_seed77
142,36352,-0.0012472937814891338,537.3671035766602,0.2987436465919018,0.0087890625,25.710000228881835,0.0,0.0,5.05,3.693877551020408,25.710000228881835,,,,,,,cpu,ppo_lstm_seed77
143,36608,-0.00038262782618403435,331.5492820739746,0.3433648534119129,0.015625,27.400000381469727,0.0,0.0,5.125,3.382978723404255,27.400000381469727,,,,,,,cpu,ppo_lstm_seed77
144,36864,-0.0006872368976473808,543.9851570129395,0.2923619784414768,0.0029296875,23.80500014781952,0.0,0.0,5.285714285714286,3.3541666666666665,23.80500014781952,,,,,,,cpu,ppo_lstm_seed77
145,37120,0.0015463409945368767,655.4429168701172,0.2641496518626809,0.0439453125,23.62500012397766,0.0,0.0,5.16,3.395348837209302,23.62500012397766,,,,,,,cpu,ppo_lstm_seed77
146,37376,-0.00219188560731709,442.795081615448,0.23529228009283543,0.00390625,27.330000257492067,0.0,0.0,5.185185185185185,3.2439024390243905,27.330000257492067,,,,,,,cpu,ppo_lstm_seed77
147,37632,0.00296192429959774,573.656135559082,0.18865475431084633,0.009765625,31.885000500679016,0.0,0.0,5.129032258064516,3.175,31.885000500679016,,,,,,,cpu,ppo_lstm_seed77
148,37888,-0.00025662314146757126,183.70915055274963,0.20388241950422525,0.009765625,31.24000044822693,0.0,0.0,5.074074074074074,3.3902439024390243,31.24000044822693,,,,,,,cpu,ppo_lstm_seed77
149,38144,0.008502051292452961,524.5272998809814,0.24800210259854794,0.01953125,30.585000405311586,0.0,0.0,5.111111111111111,3.8205128205128207,30.585000405311586,,,,,,,cpu,ppo_lstm_seed77
150,38400,-0.005334964953362942,603.923303604126,0.2521079480648041,0.0302734375,27.9850003862381,0.0,0.0,5.2,3.725,27.9850003862381,,,,,,,cpu,ppo_lstm_seed77
151,38656,-0.001068023033440113,719.4304141998291,0.2701973533257842,0.0,24.22000030040741,0.0,0.0,5.0,3.5681818181818183,24.22000030040741,,,,,,,cpu,ppo_lstm_seed77
152,38912,0.0031955810263752937,554.0156388282776,0.18748050462454557,0.017578125,24.620000400543212,0.0,0.0,4.8,3.673469387755102,24.620000400543212,,,,,,,cpu,ppo_lstm_seed77
153,39168,6.479793228209019e-05,651.1223526000977,0.16372067108750343,0.0,25.885000400543213,0.0,0.0,4.708333333333333,3.702127659574468,25.885000400543213,,,,,,,cpu,ppo_lstm_seed77
154,39424,-0.0061030162032693624,575.7117080688477,0.1870754286646843,0.0048828125,27.790000352859497,0.0,0.0,4.846153846153846,3.4468085106382977,27.790000352859497,,,,,,,cpu,ppo_lstm_seed77
155,39680,0.005208618240430951,512.0906591415405,0.14658676087856293,0.0166015625,27.010000190734864,0.0,0.0,4.958333333333333,3.5625,27.010000190734864,,,,,,,cpu,ppo_lstm_seed77
156,39936,0.014751212613191456,673.8318614959717,0.18976688012480736,0.029296875,30.050000252723695,0.0,0.0,4.8076923076923075,3.6363636363636362,30.050000252723695,16.807812500000004,0.0,0.0,4.0,4.3478260869565215,16.807812500000004,cpu,ppo_lstm_seed77
