update,env_steps,policy_loss,value_loss,entropy,clip_fraction,recent_avg_return,recent_severe_miss_rate,recent_false_warning_rate,recent_avg_warning_step_on_severe,recent_avg_watch_step_on_potential,recent_safety_score,validation_avg_return,validation_severe_miss_rate,validation_false_warning_rate,validation_avg_warning_step_on_severe,validation_avg_watch_step_on_potential,validation_safety_score,device,artifact_prefix,curriculum_stage,normalize_observations
20,62820,0.006273280276218429,189.34119367599487,0.14572033425793052,0.03004119041725062,33.405000418424606,0.0,0.0,4.523809523809524,4.588235294117647,33.405000418424606,,,,,,,cuda,ppo_lstm_seed99,potential_added,1
21,65961,9.906012564897537e-05,150.8412275314331,0.12698659556917846,0.005999283916025888,36.55000039100647,0.0,0.0,4.5,4.037037037037037,36.55000039100647,,,,,,,cuda,ppo_lstm_seed99,potential_added,1
22,69102,-0.0037956529849907383,166.47453451156616,0.12198970094323158,0.015625000618456397,33.760000219345095,0.0,0.0,4.7894736842105265,3.9411764705882355,33.760000219345095,,,,,,,cuda,ppo_lstm_seed99,potential_added,1
23,72243,-0.0028061942830390763,134.05237674713135,0.11334935878403485,0.01177471401024377,30.890000190734863,0.0,0.0,4.428571428571429,4.433962264150943,30.890000190734863,,,,,,,cuda,ppo_lstm_seed99,potential_added,1
24,75384,0.001426123722922057,155.80306243896484,0.10954953730106354,0.009357092065329198,34.87000015735626,0.0,0.0,4.9523809523809526,4.5,34.87000015735626,,,,,,,cuda,ppo_lstm_seed99,potential_added,1
25,78525,0.01137081056367606,164.52755403518677,0.11185143026523292,0.0038055159166106023,35.9150004529953,0.0,0.0,4.913043478260869,4.018867924528302,35.9150004529953,,,,,,,cuda,ppo_lstm_seed99,potential_added,1
26,81666,0.0061682468021899695,151.14659333229065,0.10222782287746668,0.008461676588922273,33.500000076293944,0.0,0.0,5.142857142857143,4.245614035087719,33.500000076293944,,,,,,,cuda,ppo_lstm_seed99,potential_added,1
27,84807,-0.0011489824100863189,134.4994797706604,0.09777052141726017,0.00407414059372968,33.79500035643578,0.0,0.0,4.8,4.36,33.79500035643578,,,,,,,cuda,ppo_lstm_seed99,potential_added,1
28,87948,0.009564490406773984,141.1794626712799,0.10496857459656894,0.010207736824668245,35.26500012874603,0.0,0.0,4.833333333333333,4.672727272727273,35.26500012874603,,,,,,,cuda,ppo_lstm_seed99,potential_added,1
29,91089,-0.010812382519361563,139.68998169898987,0.10125723760575056,0.009133238258073106,37.59000026226044,0.0,0.0,4.65,3.537037037037037,37.59000026226044,,,,,,,cuda,ppo_lstm_seed99,potential_added,1
30,94230,-0.0018416038092254894,148.6239937543869,0.1073966755066067,0.006446991650591372,37.9050003862381,0.0,0.0,4.714285714285714,3.982456140350877,37.9050003862381,,,,,,,cuda,ppo_lstm_seed99,potential_added,1
31,97371,-0.004338731610914692,520.5392608642578,0.11730846646241844,0.010207736828306224,27.324999980926513,0.09090909090909091,0.0,5.2,4.0625,0.052272708199240014,,,,,,,cuda,ppo_lstm_seed99,potential_added,1
32,100512,0.007988630466570612,138.2624487876892,0.10157494829036295,0.012580587906995788,34.610000171661376,0.0,0.0,5.0,3.68,34.610000171661376,24.753125000000004,0.0,0.0,4.0,4.695652173913044,24.753125000000004,cuda,ppo_lstm_seed99,potential_added,1
33,103653,0.002633598749525845,132.90891242027283,0.10563029511831701,0.006715616371366195,32.22000001907349,0.0,0.0,4.533333333333333,3.9464285714285716,32.22000001907349,,,,,,,cuda,ppo_lstm_seed99,potential_added,1
34,106794,0.0009539221646264195,453.77943074703217,0.09497421397827566,0.012088109346223064,32.47500003814697,0.0,0.0,5.230769230769231,4.161290322580645,32.47500003814697,,,,,,,cuda,ppo_lstm_seed99,potential_added,1
35,109935,0.009906270075589418,702.7698594331741,0.11704886006191373,0.009133238163485657,35.72000018596649,0.04,0.0,5.166666666666667,4.0701754385964914,23.72000018596649,,,,,,,cuda,ppo_lstm_seed99,potential_added,1
36,113076,0.004958278150297701,652.9781215190887,0.09672118606977165,0.0025519341870676726,28.14499999046326,0.09523809523809523,0.0,4.947368421052632,4.137254901960785,-0.426428580965311,,,,,,,cuda,ppo_lstm_seed99,potential_added,1
37,116217,-0.0083088637329638,582.0489575862885,0.11098860972560942,0.009088467515539378,32.735000262260435,0.0,0.0,4.722222222222222,3.765957446808511,32.735000262260435,,,,,,,cuda,ppo_lstm_seed99,potential_added,1
38,119358,-0.004002392146503553,298.1731872558594,0.12289504427462816,0.0029996419689268805,29.89499997138977,0.058823529411764705,0.0,4.3125,3.8333333333333335,12.247941147860356,,,,,,,cuda,ppo_lstm_seed99,potential_added,1
39,122499,0.006666853548267682,341.4510200023651,0.11568116093985736,0.0075662610834115185,33.42500005722046,0.0,0.0,4.117647058823529,3.9444444444444446,33.42500005722046,,,,,,,cuda,ppo_lstm_seed99,potential_added,1
40,125640,-0.0036522544105537236,127.54439413547516,0.10928136832080781,0.003447349736234173,31.39999994277954,0.0,0.0,4.857142857142857,3.9107142857142856,31.39999994277954,,,,,,,cuda,ppo_lstm_seed99,potential_added,1
41,128781,0.002228804543847218,445.2666847705841,0.09919110150076449,0.006312679332040716,35.360000152587894,0.045454545454545456,0.0,4.190476190476191,4.06,21.723636516224257,,,,,,,cuda,ppo_lstm_seed99,potential_added,1
